"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Heart - Malignant neoplasms"	"C38.0"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Ribs, sternum and clavicle - Malignant neoplasms"	"C41.3"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	15	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Peripheral nerves and autonomic nervous system, unspecified - Malignant neoplasms"	"C47.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Cerebellum - Malignant neoplasms"	"C71.6"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Brain stem - Malignant neoplasms"	"C71.7"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	6	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Malignant neoplasm without specification of site"	"C80"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Hodgkin disease, unspecified"	"C81.9"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	10	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	15	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	4	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Craniopharyngeal duct - Uncertain neoplasms"	"D44.4"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified - Uncertain neoplasms"	"D47.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Sickle-cell anaemia with crisis"	"D57.0"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Sickle-cell anaemia without crisis"	"D57.1"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Double heterozygous sickling disorders"	"D57.2"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other histiocytosis syndromes"	"D76.3"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Immunodeficiency, unspecified"	"D84.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	6	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other obesity"	"E66.8"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Obesity, unspecified"	"E66.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Mucopolysaccharidosis, type II"	"E76.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Pure hyperglyceridaemia"	"E78.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Cystic fibrosis, unspecified"	"E84.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Volume depletion"	"E86"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Acidosis"	"E87.2"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other specified metabolic disorders"	"E88.8"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Metabolic disorder, unspecified"	"E88.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Schizoaffective disorder, unspecified"	"F25.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Severe mental retardation"	"F72"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Profound mental retardation"	"F73"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Unspecified mental retardation"	"F79"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Specific developmental disorder of motor function"	"F82"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Meningitis, unspecified"	"G03.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other specified degenerative diseases of nervous system"	"G31.8"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Degenerative disease of nervous system, unspecified"	"G31.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Multiple sclerosis"	"G35"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Epilepsy, unspecified"	"G40.9"	4	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Muscular dystrophy"	"G71.0"	6	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Congenital myopathies"	"G71.2"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Spastic cerebral palsy"	"G80.0"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other infantile cerebral palsy"	"G80.8"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Infantile cerebral palsy, unspecified"	"G80.9"	15	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Hemiplegia, unspecified"	"G81.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Hydrocephalus, unspecified"	"G91.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other paralytic strabismus"	"H49.8"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Mitral stenosis"	"I05.0"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Tricuspid insufficiency"	"I07.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Acute myocardial infarction, unspecified"	"I21.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Atherosclerotic heart disease"	"I25.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Primary pulmonary hypertension"	"I27.0"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Acute pericarditis, unspecified"	"I30.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Acute and subacute infective endocarditis"	"I33.0"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Endocarditis, valve unspecified"	"I38"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Dilated cardiomyopathy"	"I42.0"	12	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other hypertrophic cardiomyopathy"	"I42.2"	14	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Cardiomyopathy, unspecified"	"I42.9"	4	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Pre-excitation syndrome"	"I45.6"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Sudden cardiac death, so described"	"I46.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Cardiac arrest, unspecified"	"I46.9"	4	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Cardiac arrhythmia, unspecified"	"I49.9"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Congestive heart failure"	"I50.0"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Heart failure, unspecified"	"I50.9"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Myocarditis, unspecified"	"I51.4"	4	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Cardiomegaly"	"I51.7"	9	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other ill-defined heart diseases"	"I51.8"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Heart disease, unspecified"	"I51.9"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Intracerebral haemorrhage, unspecified"	"I61.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Stroke, not specified as haemorrhage or infarction"	"I64"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Embolism and thrombosis of vena cava"	"I82.2"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Bronchopneumonia, unspecified"	"J18.0"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Lobar pneumonia, unspecified"	"J18.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Pneumonia, unspecified"	"J18.9"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Chronic sinusitis, unspecified"	"J32.9"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Bronchitis, not specified as acute or chronic"	"J40"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Emphysema, unspecified"	"J43.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Predominantly allergic asthma"	"J45.0"	7	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Asthma, unspecified"	"J45.9"	14	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Status asthmaticus"	"J46"	6	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Bronchiectasis"	"J47"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Pneumonitis due to food and vomit"	"J69.0"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Adult respiratory distress syndrome"	"J80"	4	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Pulmonary oedema"	"J81"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Pneumothorax, unspecified"	"J93.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other specified respiratory disorders"	"J98.8"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Ulcerative colitis, unspecified"	"K51.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other impaction of intestine"	"K56.4"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other and unspecified intestinal obstruction"	"K56.6"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Ileus, unspecified"	"K56.7"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Peritoneal adhesions"	"K66.0"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other and unspecified cirrhosis of liver"	"K74.6"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Blind loop syndrome, not elsewhere classified"	"K90.2"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Wegener granulomatosis"	"M31.3"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	4	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Systemic lupus erythematosus, unspecified"	"M32.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Systemic involvement of connective tissue, unspecified"	"M35.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Scoliosis, unspecified"	"M41.9"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Other specified disorders of muscle"	"M62.8"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Relapsing polychondritis"	"M94.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Chronic tubulo-interstitial nephritis, unspecified"	"N11.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Acute renal failure with tubular necrosis"	"N17.0"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"End-stage renal disease"	"N18.0"	2	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Chronic renal failure, unspecified"	"N18.9"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Unspecified renal failure"	"N19"	3	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	1	1571778	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Microcephaly"	"Q02"	2	1571778	Unreliable
