"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Malignant neoplasm without specification of site"	"C80"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	4	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	3	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	5	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Meninges, unspecified - Benign neoplasms"	"D32.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Peripheral nerves and autonomic nervous system - Uncertain neoplasms"	"D48.2"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Sickle-cell anaemia without crisis"	"D57.1"	5	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Haemolytic-uraemic syndrome"	"D59.3"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Constitutional aplastic anaemia"	"D61.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Immunodeficiency, unspecified"	"D84.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Unspecified diabetes mellitus, without complications"	"E14.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other specified endocrine disorders"	"E34.8"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Unspecified protein-energy malnutrition"	"E46"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other obesity"	"E66.8"	3	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Obesity, unspecified"	"E66.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other sphingolipidosis"	"E75.2"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Disorders of iron metabolism"	"E83.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Cystic fibrosis with pulmonary manifestations"	"E84.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Cystic fibrosis, unspecified"	"E84.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Fluid overload"	"E87.7"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Metabolic disorder, unspecified"	"E88.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Severe depressive episode without psychotic symptoms"	"F32.2"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Unspecified mental retardation"	"F79"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Bacterial meningitis, unspecified"	"G00.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Multiple sclerosis"	"G35"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Demyelinating disease of central nervous system, unspecified"	"G37.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Epilepsy, unspecified"	"G40.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Myotonic disorders"	"G71.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other infantile cerebral palsy"	"G80.8"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Infantile cerebral palsy, unspecified"	"G80.9"	17	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Cerebral cysts"	"G93.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Acute myocardial infarction, unspecified"	"I21.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other forms of chronic ischaemic heart disease"	"I25.8"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	3	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Primary pulmonary hypertension"	"I27.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Acute and subacute infective endocarditis"	"I33.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Endocarditis, valve unspecified"	"I38"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Acute myocarditis, unspecified"	"I40.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Dilated cardiomyopathy"	"I42.0"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other hypertrophic cardiomyopathy"	"I42.2"	5	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Cardiomyopathy, unspecified"	"I42.9"	10	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Sudden cardiac death, so described"	"I46.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Cardiac arrest, unspecified"	"I46.9"	3	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Cardiac arrhythmia, unspecified"	"I49.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Congestive heart failure"	"I50.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Myocarditis, unspecified"	"I51.4"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Intracerebral haemorrhage, unspecified"	"I61.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Stroke, not specified as haemorrhage or infarction"	"I64"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Dissection of aorta [any part]"	"I71.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Arterial fibromuscular dysplasia"	"I77.3"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Arteritis, unspecified"	"I77.6"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Disease of capillaries, unspecified"	"I78.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Embolism and thrombosis of other specified veins"	"I82.8"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Bacterial pneumonia, unspecified"	"J15.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Pneumonia, unspecified"	"J18.9"	3	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Predominantly allergic asthma"	"J45.0"	5	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Asthma, unspecified"	"J45.9"	7	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Status asthmaticus"	"J46"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Pneumonitis due to food and vomit"	"J69.0"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Abscess of lung with pneumonia"	"J85.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other disorders of lung"	"J98.4"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other specified respiratory disorders"	"J98.8"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Acute appendicitis, unspecified"	"K35.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Acute peritonitis"	"K65.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Peritonitis, unspecified"	"K65.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Hepatic failure, unspecified"	"K72.9"	6	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Hepatorenal syndrome"	"K76.7"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Liver disease, unspecified"	"K76.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Bullous erythema multiforme"	"L51.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Toxic epidermal necrolysis [Lyell]"	"L51.2"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Discoid lupus erythematosus"	"L93.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Juvenile arthritis with systemic onset"	"M08.2"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Thrombotic microangiopathy"	"M31.1"	4	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	17	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Recurrent and persistent haematuria, other"	"N02.8"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"End-stage renal disease"	"N18.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Chronic renal failure, unspecified"	"N18.9"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Unspecified renal failure"	"N19"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Disorder of kidney and ureter, unspecified"	"N28.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Ectopic pregnancy, unspecified"	"O00.9"	4	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Medical abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O04.5"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other specified pregnancy-related conditions"	"O26.8"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Amniotic fluid embolism"	"O88.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Obstetric blood-clot embolism"	"O88.2"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Cardiomyopathy in the puerperium"	"O90.3"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Atresia of foramina of Magendie and Luschka"	"Q03.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Ebstein anomaly"	"Q22.5"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Malformation of coronary vessels"	"Q24.5"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Congenital malformation of heart, unspecified"	"Q24.9"	3	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other specified congenital musculoskeletal deformities"	"Q68.8"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Osteogenesis imperfecta"	"Q78.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Congenital malformations of adrenal gland"	"Q89.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Congenital malformation, unspecified"	"Q89.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Down syndrome, unspecified"	"Q90.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other and unspecified convulsions"	"R56.8"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Cachexia"	"R64"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Other ill-defined and unspecified causes of mortality"	"R99"	16	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	10	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	8	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Passenger injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.5"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.6"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	11	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	13	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident"	"V43.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Car occupant injured in collision with railway train or railway vehicle, passenger injured in traffic accident"	"V45.6"	2	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Car occupant injured in collision with other nonmotor vehicle, unspecified car occupant injured in traffic accident"	"V46.9"	1	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	6	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V47.6"	13	1615115	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in traffic accident"	"V47.9"	4	1615115	Unreliable
