"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Intracranial abscess and granuloma"	"G06.0"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Huntington disease"	"G10"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Hereditary ataxia, unspecified"	"G11.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Spinal muscular atrophy, unspecified"	"G12.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Multiple sclerosis"	"G35"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Epilepsy, unspecified"	"G40.9"	3	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Status epilepticus, unspecified"	"G41.9"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Sleep apnoea"	"G47.3"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other inflammatory polyneuropathies"	"G61.8"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Muscular dystrophy"	"G71.0"	6	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Congenital myopathies"	"G71.2"	3	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Myopathy, unspecified"	"G72.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Infantile cerebral palsy, unspecified"	"G80.9"	22	1923433	1.144
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Spastic tetraplegia"	"G82.4"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	3	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Encephalopathy, unspecified"	"G93.4"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other specified disorders of brain"	"G93.8"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Essential (primary) hypertension"	"I10"	3	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	3	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Hypertensive renal disease with renal failure"	"I12.0"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Acute myocardial infarction, unspecified"	"I21.9"	3	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other forms of acute ischaemic heart disease"	"I24.8"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Atherosclerotic heart disease"	"I25.1"	3	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Chronic constrictive pericarditis"	"I31.1"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Disease of pericardium, unspecified"	"I31.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Mitral (valve) insufficiency"	"I34.0"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Mitral (valve) prolapse"	"I34.1"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other nonrheumatic mitral valve disorders"	"I34.8"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Endocarditis, valve unspecified"	"I38"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Acute myocarditis, unspecified"	"I40.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Dilated cardiomyopathy"	"I42.0"	9	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other hypertrophic cardiomyopathy"	"I42.2"	14	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Endocardial fibroelastosis"	"I42.4"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Cardiomyopathy, unspecified"	"I42.9"	10	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Sudden cardiac death, so described"	"I46.1"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Cardiac arrest, unspecified"	"I46.9"	4	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Ventricular tachycardia"	"I47.2"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Ventricular fibrillation and flutter"	"I49.0"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Cardiac arrhythmia, unspecified"	"I49.9"	5	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Heart failure, unspecified"	"I50.9"	4	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Myocarditis, unspecified"	"I51.4"	4	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Cardiovascular disease, unspecified"	"I51.6"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Cardiomegaly"	"I51.7"	11	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Heart disease, unspecified"	"I51.9"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other subarachnoid haemorrhage"	"I60.8"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Intracerebral haemorrhage, unspecified"	"I61.9"	3	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Arterial fibromuscular dysplasia"	"I77.3"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Portal vein thrombosis"	"I81"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Acute pharyngitis, unspecified"	"J02.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Pneumonia, unspecified"	"J18.9"	4	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Chronic sinusitis, unspecified"	"J32.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Predominantly allergic asthma"	"J45.0"	8	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Asthma, unspecified"	"J45.9"	10	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Status asthmaticus"	"J46"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Pneumonitis due to food and vomit"	"J69.0"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Abscess of lung without pneumonia"	"J85.2"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Respiratory failure, unspecified"	"J96.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other and unspecified lesions of oral mucosa"	"K13.7"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Acute appendicitis with generalized peritonitis"	"K35.0"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Ventral hernia with obstruction, without gangrene"	"K43.0"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Unspecified abdominal hernia without obstruction or gangrene"	"K46.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Vascular disorder of intestine, unspecified"	"K55.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Volvulus"	"K56.2"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other and unspecified intestinal obstruction"	"K56.6"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other specified diseases of intestine"	"K63.8"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Peritoneal adhesions"	"K66.0"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Autoimmune hepatitis"	"K75.4"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Liver disease, unspecified"	"K76.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Acute cholecystitis"	"K81.0"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Acute pancreatitis, unspecified"	"K85.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Blind loop syndrome, not elsewhere classified"	"K90.2"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Thrombotic microangiopathy"	"M31.1"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Neuromuscular scoliosis"	"M41.4"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other specified disorders of muscle"	"M62.8"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Rapidly progressive nephritic syndrome, unspecified"	"N01.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Nephrotic syndrome, unspecified"	"N04.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Acute renal failure, unspecified"	"N17.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Unspecified renal failure"	"N19"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Unspecified contracted kidney"	"N26"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Neonatal cerebral ischaemia"	"P91.0"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Other reduction deformities of brain"	"Q04.3"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Congenital malformation of brain, unspecified"	"Q04.9"	2	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Arnold-Chiari syndrome"	"Q07.0"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Atrioventricular septal defect"	"Q21.2"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Tetralogy of Fallot"	"Q21.3"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Hypoplastic left heart syndrome"	"Q23.4"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Congenital malformation of aortic and mitral valves, unspecified"	"Q23.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Malformation of coronary vessels"	"Q24.5"	10	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Congenital malformation of heart, unspecified"	"Q24.9"	5	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Coarctation of aorta"	"Q25.1"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Achondroplasia"	"Q77.4"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Neurofibromatosis (nonmalignant)"	"Q85.0"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Down syndrome, unspecified"	"Q90.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Patau syndrome, unspecified"	"Q91.7"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Chromosomal abnormality, unspecified"	"Q99.9"	1	1923433	Unreliable
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Respiratory arrest"	"R09.2"	1	1923433	Unreliable
