"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	5	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	5	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Endocrine pancreas - Benign neoplasms"	"D13.7"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Craniopharyngeal duct - Uncertain neoplasms"	"D44.4"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Sickle-cell anaemia with crisis"	"D57.0"	3	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Sickle-cell anaemia without crisis"	"D57.1"	7	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Aplastic anaemia, unspecified"	"D61.9"	4	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other specified coagulation defects"	"D68.8"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Idiopathic thrombocytopenic purpura"	"D69.3"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Thrombocytopenia, unspecified"	"D69.6"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Sarcoidosis, unspecified"	"D86.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	3	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	6	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Unspecified diabetes mellitus, without complications"	"E14.9"	3	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other hyperaldosteronism"	"E26.8"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other and unspecified adrenocortical insufficiency"	"E27.4"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Extreme obesity with alveolar hypoventilation"	"E66.2"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Obesity, unspecified"	"E66.9"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Pure hyperglyceridaemia"	"E78.1"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Cystic fibrosis with pulmonary manifestations"	"E84.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Hyperosmolality and hypernatraemia"	"E87.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Rett syndrome"	"F84.2"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Unspecified disorder of psychological development"	"F89"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Bacterial meningitis, unspecified"	"G00.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Acute disseminated encephalitis"	"G04.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Spinal muscular atrophy, unspecified"	"G12.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Epilepsy, unspecified"	"G40.9"	4	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Status epilepticus, unspecified"	"G41.9"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Congenital myopathies"	"G71.2"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Infantile cerebral palsy, unspecified"	"G80.9"	17	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Hydrocephalus, unspecified"	"G91.9"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Cerebral cysts"	"G93.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Encephalopathy, unspecified"	"G93.4"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Compression of brain"	"G93.5"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other acute rheumatic heart disease"	"I01.8"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Hypertensive renal disease with renal failure"	"I12.0"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Acute myocardial infarction, unspecified"	"I21.9"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Atherosclerotic heart disease"	"I25.1"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	4	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other secondary pulmonary hypertension"	"I27.2"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Infective myocarditis"	"I40.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Acute myocarditis, unspecified"	"I40.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Dilated cardiomyopathy"	"I42.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Cardiomyopathy, unspecified"	"I42.9"	5	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Ventricular tachycardia"	"I47.2"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Cardiac arrhythmia, unspecified"	"I49.9"	5	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Myocarditis, unspecified"	"I51.4"	3	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Cardiomegaly"	"I51.7"	4	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Heart disease, unspecified"	"I51.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Cerebral infarction, unspecified"	"I63.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Generalized and unspecified atherosclerosis"	"I70.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Disorder of arteries and arterioles, unspecified"	"I77.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Pneumonia due to staphylococcus"	"J15.2"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Bronchopneumonia, unspecified"	"J18.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Pneumonia, unspecified"	"J18.9"	3	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Predominantly allergic asthma"	"J45.0"	5	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Asthma, unspecified"	"J45.9"	3	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Status asthmaticus"	"J46"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Pneumonitis due to food and vomit"	"J69.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Adult respiratory distress syndrome"	"J80"	3	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Alveolar and parietoalveolar conditions"	"J84.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other disorders of lung"	"J98.4"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other specified diseases of stomach and duodenum"	"K31.8"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Acute vascular disorders of intestine"	"K55.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Acute and subacute hepatic failure"	"K72.0"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Hepatic failure, unspecified"	"K72.9"	3	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Autoimmune hepatitis"	"K75.4"	3	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Liver disease, unspecified"	"K76.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Acute pancreatitis, unspecified"	"K85.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Discoid lupus erythematosus"	"L93.0"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Juvenile rheumatoid arthritis"	"M08.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Thrombotic microangiopathy"	"M31.1"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	7	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Systemic lupus erythematosus, unspecified"	"M32.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Systemic involvement of connective tissue, unspecified"	"M35.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Chronic tubulo-interstitial nephritis, unspecified"	"N11.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Acute renal failure, unspecified"	"N17.9"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"End-stage renal disease"	"N18.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Chronic renal failure, unspecified"	"N18.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Unspecified renal failure"	"N19"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Disorder of kidney and ureter, unspecified"	"N28.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Neuromuscular dysfunction of bladder, unspecified"	"N31.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Ectopic pregnancy, unspecified"	"O00.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Pre-eclampsia, unspecified"	"O14.9"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Eclampsia, unspecified as to time period"	"O15.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other specified pregnancy-related conditions"	"O26.8"	3	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other complications of obstetric surgery and procedures"	"O75.4"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Puerperal sepsis"	"O85"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other complications of the puerperium, not elsewhere classified"	"O90.8"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Death from any obstetric cause occurring more than 42 days but less than one year after delivery"	"O96"	7	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	2	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Congenital cytomegalovirus infection"	"P35.1"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Microcephaly"	"Q02"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Spina bifida, unspecified"	"Q05.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Tetralogy of Fallot"	"Q21.3"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Malformation of coronary vessels"	"Q24.5"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Congenital heart block"	"Q24.6"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Congenital malformation of heart, unspecified"	"Q24.9"	7	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Atresia of bile ducts"	"Q44.2"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Congenital malformations of spleen"	"Q89.0"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Other specified congenital malformations"	"Q89.8"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Down syndrome, unspecified"	"Q90.9"	1	1829855	Unreliable
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Edwards syndrome, unspecified"	"Q91.3"	1	1829855	Unreliable
