"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Head, face, and neck"	"195.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Abdomen"	"195.2"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other"	"199.1"	5	1486964	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Reticulosarcoma"	"200.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Lymphosarcoma"	"200.1"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Burkitt's tumor or lymphoma"	"200.2"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Nodular sclerosis"	"201.5"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Hodgkin's disease, unspecified"	"201.9"	4	1486964	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Malignant histiocytosis"	"202.3"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other lymphomas"	"202.8"	9	1486964	0.6 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Acute"	"204.0"	11	1486964	0.7 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Acute"	"205.0"	12	1486964	0.8 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Chronic"	"205.1"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Acute"	"208.0"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Brain"	"239.6"	3	1486964	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Thyrotoxicosis without mention of goiter or other cause"	"242.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Diabetes with ketoacidosis"	"250.1"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Diabetes with hyperosmolarity"	"250.2"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Diabetes with ophthalmic manifestations"	"250.5"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Hypoglycemia, unspecified"	"251.2"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Disorders of iron metabolism"	"275.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Acidosis"	"276.2"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Cystic fibrosis"	"277.0"	5	1486964	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Mucopolysaccharidosis"	"277.5"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other specified disorders of metabolism"	"277.8"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Thalassemias"	"282.4"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Sickle-cell anemia"	"282.6"	7	1486964	0.5 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Constitutional aplastic anemia"	"284.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Aplastic anemia, unspecified"	"284.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Congenital factor viii disorder"	"286.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other nonthrombocytopenic purpuras"	"287.2"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Primary thrombocytopenia"	"287.3"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Alcohol dependence syndrome"	"303"	3	1486964	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Alcohol abuse"	"305.0"	3	1486964	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Unspecified mental retardation"	"319"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Pneumococcal meningitis"	"320.1"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Meningitis due to unspecified bacterium"	"320.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Unspecified cause of encephalitis"	"323.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Intracranial abscess"	"324.0"	3	1486964	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Of unspecified site"	"324.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Obstructive hydrocephalus"	"331.4"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other spinocerebellar diseases"	"334.8"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Quadriplegic"	"343.2"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Infantile cerebral palsy, unspecified"	"343.9"	5	1486964	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Quadriplegia and quadriparesis"	"344.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Generalized convulsive epilepsy"	"345.1"	3	1486964	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Epilepsy, unspecified"	"345.9"	4	1486964	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Cerebral cysts"	"348.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Anoxic brain damage"	"348.1"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Encephalopathy, unspecified"	"348.3"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Compression of brain"	"348.4"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other specified disorders of nervous system"	"349.8"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Hereditary progressive muscular dystrophy"	"359.1"	10	1486964	0.7 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Rheumatic mitral insufficiency"	"394.1"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other and unspecified mitral valve diseases"	"394.9"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Diseases of mitral and aortic valves"	"396"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Malignant"	"401.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Unspecified"	"403.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Unspecified"	"404.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Acute myocardial infarction"	"410"	5	1486964	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other specified forms of chronic ischemic heart disease"	"414.8"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Chronic ischemic heart disease, unspecified"	"414.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Primary pulmonary hypertension"	"416.0"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Acute and subacute bacterial endocarditis"	"421.0"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other and unspecified acute myocarditis"	"422.9"	4	1486964	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Aortic valve disorders"	"424.1"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Endocarditis, valve unspecified"	"424.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other primary cardiomyopathies"	"425.4"	11	1486964	0.7 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Secondary cardiomyopathy, unspecified"	"425.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Cardiac arrest"	"427.5"	14	1486964	0.9 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Cardiac dysrhythmia, unspecified"	"427.9"	3	1486964	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Congestive heart failure"	"428.0"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Heart failure, unspecified"	"428.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Myocarditis, unspecified"	"429.0"	4	1486964	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Cardiomegaly"	"429.3"	4	1486964	0.3 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Subarachnoid hemorrhage"	"430"	7	1486964	0.5 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Intracerebral hemorrhage"	"431"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Cerebral thrombosis"	"434.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Acute, but ill-defined, cerebrovascular disease"	"436"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Dissection of aorta"	"441.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Aortic aneurysm of unspecified site, ruptured"	"441.5"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Viral pneumonia, unspecified"	"480.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Bacterial pneumonia unspecified"	"482.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Bronchopneumonia, organism unspecified"	"485"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Pneumonia, organism unspecified"	"486"	7	1486964	0.5 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"With pneumonia"	"487.0"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Unspecified chronic bronchitis"	"491.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Emphysema"	"492"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Asthma, unspecified"	"493.9"	18	1486964	1.2 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Due to inhalation of food or vomitus"	"507.0"	3	1486964	0.2 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Without mention of fistula"	"510.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Pneumothorax"	"512"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Abscess of lung"	"513.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Pulmonary congestion and hypostasis"	"514"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Postinflammatory pulmonary fibrosis"	"515"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other specified alveolar and parietoalveolar pneumonopathies"	"516.8"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other diseases of lung"	"518.8"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other diseases of trachea and bronchus, not elsewhere classified"	"519.1"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other diseases of respiratory system, not elsewhere classified"	"519.8"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other specified disorders of esophagus"	"530.8"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Chronic or unspecified with hemorrhage"	"531.4"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Chronic or unspecified with perforation"	"532.5"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Unspecified disorder of stomach and duodenum"	"537.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"With generalized peritonitis"	"540.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Hernia of unspecified site, with obstruction"	"552.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Diaphragmatic hernia"	"553.3"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Unspecified site"	"555.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other noninfectious gastroenteritis and colitis"	"558"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Chronic hepatitis"	"571.4"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Cirrhosis of liver without mention of alcohol"	"571.5"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Hepatitis, unspecified"	"573.3"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Acute pancreatitis"	"577.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Renal failure, unspecified"	"586"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Other specified disorders of kidney and ureter"	"593.8"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Unspecified disorder of kidney and ureter"	"593.9"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Leg, except foot"	"682.6"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Erythema multiforme"	"695.1"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Lupus erythematosus"	"695.4"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Systemic lupus erythematosus"	"710.0"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Kyphoscoliosis and scoliosis"	"737.3"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Microcephalus"	"742.1"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Unspecified anomaly of brain, spinal cord, and nervous system"	"742.9"	2	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Ventricular septal defect"	"745.4"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Ebstein's anomaly"	"746.2"	1	1486964	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	"Congenital stenosis of aortic valve"	"746.3"	1	1486964	0.1 (Unreliable)
